Primary Key,Order No_x,Segment Number_x,Order Date,Manufacturer,Model,Product Category,Model Year,Serial Number,Meter 1 Reading,Complaint,Cause,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Order No_y,Segment Number_y,Coverage,Qty,Part Manufacturer,Part Number,Part Description,Revenue,Cost,Invoice Date,Actual Hours,Segment Total $
SO0038215-5,SO0038215,5,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,"Missed - Air Line, Leak - Plumbing System, Air Leak - Connector",Pressure Regulator - Installed,SO0038215,5.0,Not Available,0.0,PASE,472977     PASE,SPIRAX CX50 WHEEL OIL 5 GAL,0.0,0.0001,2023-05-30,6.0899,1035.2999$
SO0039997-2,SO0039997,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,"Missed - Boom, Broken - Boom","Boom Recirculation System - Installed, Boom Cradle - Replaced",SO0039997,2.0,Not Available,0.0,PASE,37183445     PASE,OIL HV46 5GAL HYDRAULIC,0.0,0.0,2023-05-30,6.0899,1035.2999$
SO0040099-1,SO0040099,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Shut Down - NCV,"Poppet - Sealed, O Ring - Installed, Harness - Zip Tied",SO0040099,1.0,Not Available,0.0,PASE,84305575     PASE,PIN,0.0,0.0,2023-05-30,6.0899,1035.2999$
SO0040489-2,SO0040489,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,"Derated - Engine, Faulty - No Component Mentioned",No Component Mentioned - No Component Mentioned,SO0040489,2.0,Not Available,0.0,PASE,84522817     PASE,UNION TEE,0.0,0.0,2023-05-30,6.0899,1035.2999$
SO0042678-1,SO0042678,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Not Mentioned - Not Mentioned,"Auto Fold Node - Loaded Software, No Component Mentioned - Cleared Fault, Boom Fold Sensor - Recalibrated, Height Sensor - Recalibrated, RCM - Updated, No Component Mentioned - Downloaded Software, Raven Monitor - Loaded Software",SO0042678,1.0,Not Available,0.0,PASE,25500545     PASE,BOLT,0.0,0.0,2023-05-30,6.0899,1035.2999$
SO0046850-1,SO0046850,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,NOZZLES HITTING TANK ON RIGHT SIDE IN AUTOFOLDNOZZLES HITTING RAILING ON LEFT SIDE IN AUTOFOLDTHE BOOMS ARE CRADLING CLOSE5 WAY NOZZLES,Unknown,I took photos of nozzles and markings that stayed on the tank.    Both types of the 5-way nozzle body hit the tank. I switched off 5 of the 5-way nozzle body to aim only on Sol. To the product boom saddle.   Test spray to check for leaks. Looked good.  I called Troy,Not Blowing - Cab,No Component Mentioned - No Component Mentioned,SO0046850,1.0,SHOP 439107FARM 439114SHOP 439112,0.0,PASE,MR444-43CIH91     PASE,SPRAY,0.0,0.0,2023-06-15,2.87,481.44$
SO0046925-1,SO0046925,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,"Rough - Engine, Dead - Engine","Engine Control Module - Installed, Engine Control Module - Loaded Software",SO0046925,1.0,Not Available,1.0,PASE,84514274     PASE,OIL HV46 5GAL HYDRAULIC,81.4699,81.4699,2023-09-02,18.4497,995.2095$
SO0049014-1,SO0049014,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Oil Leak - Sprayer,No Component Mentioned - No Component Mentioned,SO0049014,1.0,Not Available,1.0,PICK,84209159     PASE,"""FLANGE VALVE 1""""""",15.28,15.28,2023-09-02,18.4497,995.2095$
SO0049014-2,SO0049014,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Loose - Condenser,Thread - Tapped,SO0049014,2.0,Not Available,2.0,PICK,14012740     PASE,1.0 COUPLER,7.0,6.99,2023-09-02,18.4497,995.2095$
SO0049014-4,SO0049014,4,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Broken - Light,"Headlight - Replaced, Headlight - Realigned",SO0049014,4.0,Not Available,1.0,PASE,84043144     PASE,NUT  WING,0.92,0.92,2023-09-02,18.4497,995.2095$
SO0049171-1,SO0049171,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Detached - Fuel Door,No Component Mentioned - No Component Mentioned,SO0049171,1.0,Not Available,2.0,PASE,8304138     PASE,GASKET,1.26,1.25,2023-09-02,18.4497,995.2095$
SO0049171-2,SO0049171,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0049171,2.0,Not Available,1.0,PASE,14783740     PASE,UNION TEE,13.05,13.05,2023-09-02,18.4497,995.2095$
SO0049171-4,SO0049171,4,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Not Mentioned - Not Mentioned,Recirculation System - Installed,SO0049171,4.0,Not Available,1.0,PASE,8390414     OLDPO,O-RING,0.53,0.53,2023-09-02,18.4497,995.2095$
SO0049367-1,SO0049367,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Not Opening - Valve,Valve - Removed,SO0049367,1.0,Not Available,1.0,PASE,84039885     PASE,ORING,0.51,0.52,2023-09-02,18.4497,995.2095$
SO0049367-2,SO0049367,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Not Mentioned - Not Mentioned,"Tip - Installed, Tip - Tested",SO0049367,2.0,Not Available,1.0,PASE,44W04     PASE,WASHER,0.8599,0.8599,2023-09-02,18.4497,995.2095$
SO0049367-3,SO0049367,3,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,"Leak - O Ring, Not Mentioned - Hose","O Ring - Replaced, Right Hose - Cut",SO0049367,3.0,Not Available,2.0,PK SYSTEMS,14785813     PASE,CLAMP,6.52,6.5099,2023-09-02,18.4497,995.2095$
SO0049367-4,SO0049367,4,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Not Mentioned - Receiver,Radio - Installed,SO0049367,4.0,Not Available,1.0,PASE,84201898     PASE,BOLT,0.87,0.87,2023-09-02,18.4497,995.2095$
SO0055053-1,SO0055053,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Not Mentioned - Not Mentioned,"Roof Harness - Installed, Antenna - Installed",SO0055053,1.0,Not Available,2.0,PK SYSTEMS,30989452     PASE,GASKET,0.68,0.68,2023-09-02,18.4497,995.2095$
SO0055584-10,SO0055584,10,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Not Mentioned - No Component Mentioned,No Component Mentioned - No Component Mentioned,SO0055584,10.0,Not Available,1.0,PASE,M4444     PICK,O-RING,0.7099,0.7099,2023-09-02,18.4497,995.2095$
SO0055584-3,SO0055584,3,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,"Not Mentioned - Boom, Not Raised - Boom",Boom Isolation Valve - Realigned,SO0055584,3.0,Not Available,1.0,PASE,CPS53     PKSYST,SPIRAX CX50 WHEEL OIL 5 GAL,95.6299,95.6299,2023-09-02,18.4497,995.2095$
SO0055584-5,SO0055584,5,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Stripped Thread - Boom,Adjuster - Replaced,SO0055584,5.0,Not Available,2.0,PK SYSTEMS,CNS40     PKSYST,2X2 FLANGE CPG,9.5,9.5,2023-09-02,18.4497,995.2095$
SO0058348-1,SO0058348,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Not Mentioned - Not Mentioned,Boom Recirculation System - Installed,SO0058348,1.0,Not Available,1.0,PASE,32533414     PASE,O-RING,0.68,0.68,2023-09-02,18.4497,995.2095$
SO0058358-1,SO0058358,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Fuel Leak - Seperator,No Component Mentioned - No Component Mentioned,SO0058358,1.0,Not Available,2.0,PASE,PI444795S     PKSYST,NUT,2.56,2.56,2023-09-02,18.4497,995.2095$
SO0058395-1,SO0058395,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Fuel Pressure Loss - Machine,Filter - Replaced,SO0058395,1.0,Not Available,1.0,PASE,84020229     PASE,"COUPLER,2 IN MANIFOLD",10.76,10.76,2023-09-02,18.4497,995.2095$
SO0058400-1,SO0058400,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Missed - Pad,"Skid Rubber Pad - Installed, Bolt - Retightened",SO0058400,1.0,Not Available,1.0,PASE,444453     PASE,PIN,36.09,36.09,2023-09-02,18.4497,995.2095$
SO0058402-2,SO0058402,2,2023-04-14,PASEIH,9861,SPRAYS,0,YPT056185,10.0,Hyd. Leak,O-RING IS CAUSING LEAK AT HOSE FITTING,"Flow rate to locate the LECKBARLIDE. Hydraulic end removed because it was leaking. Due to the seduction, both ends of the hose had to be removed and the connection did not remove in the way. Let the oil run out of the line. There was no O-ring in the leaky connection connection. Installed new O-ring in Fitti",Leak - Hose,"Line - Replaced, Line - Rerouted, Machine - Tested",SO0058402,2.0,Not Available,4.0,PASE,84529341     PASE,O-RING,5.6,3.96,2023-05-09,1.1998,191.46$
SO0058404-1,SO0058404,1,2023-05-05,PASEIH,9861,SPRAYS,0,YPT056717,72.0,OIL DRIPPING FROM BOTTOM OF MACHINEPICTURES INCLUDED,O-RING ON MALE QUICK CONNECT STICKING OUT OF FITTING.,Customer Boy 14 miles. O-ring on the quick connection with male exclusion. The parts do not depict this fast coupling. Disassemble and fit O-ring. Fill up the hydraulic container. Running test.,Inoperative - Sensor,"Sensor - Replaced, Sensor - Recalibrated",SO0058404,1.0,Not Available,0.0,PASE,32198544     PASE,O-RING,0.0,0.0,2023-05-15,1.52,358.28$
SO0058406-1,SO0058406,1,2023-05-05,PASEIH,9861,SPRAYS,0,YPT056717,72.0,OIL DRIPPING FROM BOTTOM OF MACHINEPICTURES INCLUDED,O-RING ON MALE QUICK CONNECT STICKING OUT OF FITTING.,Customer Boy 14 miles. O-ring on the quick connection with male exclusion. The parts do not depict this fast coupling. Disassemble and fit O-ring. Fill up the hydraulic container. Running test.,Not Updated - Hood,"Bracket - Installed, Nut - Retightened",SO0058406,1.0,Not Available,1.0,PASE,32494340     PASE,OIL HV46 5GAL HYDRAULIC,120.12,92.09,2023-05-15,1.52,358.28$
SO0058466-1,SO0058466,1,2023-05-05,PASEIH,9861,SPRAYS,0,YPT056717,72.0,OIL DRIPPING FROM BOTTOM OF MACHINEPICTURES INCLUDED,O-RING ON MALE QUICK CONNECT STICKING OUT OF FITTING.,Customer Boy 14 miles. O-ring on the quick connection with male exclusion. The parts do not depict this fast coupling. Disassemble and fit O-ring. Fill up the hydraulic container. Running test.,Leak - Bin,"Steel Line - Replaced, Rubber Hose - Replaced",SO0058466,1.0,Not Available,1.0,PASE,442-4429-732     PASE,O-RING,2.74,1.12,2023-05-15,1.52,358.28$
SO0058466-2,SO0058466,2,2023-05-05,PASEIH,9861,SPRAYS,0,YPT056717,72.0,OIL DRIPPING FROM BOTTOM OF MACHINEPICTURES INCLUDED,O-RING ON MALE QUICK CONNECT STICKING OUT OF FITTING.,Customer Boy 14 miles. O-ring on the quick connection with male exclusion. The parts do not depict this fast coupling. Disassemble and fit O-ring. Fill up the hydraulic container. Running test.,Not Mentioned - Chassis,"Right Rear Axle Sensor - No Fix Condition, Left Rear Axle Adjust Sensor - No Fix Condition, Alarm - No Fix Condition, Left Rear Wheel Motor - No Fix Condition, Left Front Wheel Motor - No Fix Condition, Right Rear Wheel Motor - No Fix Condition",SO0058466,2.0,Not Available,0.0,PASE,442-4429-733     PASE,ORING,0.0,0.0,2023-05-15,1.52,358.28$
SO0058466-3,SO0058466,3,2023-05-16,PASEIH,9861,SPRAYS,0,YPT056185,22.0,OIL LEAK,BLOWN ORING,Load the truck and driven to the spray. I came to the spray device and started looking for a leak. O-ring piece was protruded from the tap. Discovered hose from the tap. Tap from the adapter. Damaged O-ring. Part number of the Oring agreed with the O-ring from the kit on t,Not Mentioned - Not Mentioned,"Drybox - No Fix Condition, Drybox - Deactivated, Drybox - Reset, Liquid System - Activated, Chassis Liquid System - Reconnected",SO0058466,3.0,Not Available,2.0,PASE,37834538     PASE,OIL HV46 5GAL HYDRAULIC,240.24,169.0099,2023-07-12,6.9199,1312.01$
SO0058466-4,SO0058466,4,2023-05-16,PASEIH,9861,SPRAYS,0,YPT056185,22.0,HARNESS BROKE,POOR MATERIAL IN HARNESS,I was out on the farm and exchanged the NCV cable tree on the left interpreter between the outer boom and the middle boom fold because the main boom was torn. I hung up the NCVs on this wiring harness and cut the zippers through. I removed the old wiring harness and installed a new wiring harness. I have a zipper,Calibration Issue - Drive System,Block - Replaced,SO0058466,4.0,Not Available,1.0,PASE,84049493     PASE,HARNESS  WIRE,670.32,415.3,2023-07-24,5.6299,1542.29$
SO0058466-5,SO0058466,5,2023-05-16,PASEIH,9861,SPRAYS,0,YPT056185,22.0,RINSE TANK LEAK,SIGHT GLASS TUBE IS LEAKING,"Total miles: 160 km in: 181342 km from: 181502 Location: 1701 US 14 W Huron SD to 43,76885, -98.97190 travel time until not inspected Schauer tube on leak. Pipe licks out of the connections. Old tube from above and solved lower connection. Cleaned","Communication Loss - Not Mentioned, Not Mentioned - Not Mentioned",Harness - Repaired,SO0058466,5.0,Not Available,1.0,PASE,1344058394     PASE,HOSE,13.17,9.29,2023-09-19,3.0,957.8099$
SO0058466-6,SO0058466,6,2023-05-23,PASEIH,9861,SPRAYS,2023,YPT056732,0.0,THE LIGHTS ON BOOM CLOSES TO CENTER PIVOT WERE MOUNTED UNDER SPRAY TIPS. SPRAY PATTERN WAS MESSED UP.AUTO FOLD AND AUTO BOOM WAS NOT SET . RIGHT BOOM WAS LOW FOR BOTH FUNCTIONS. THE CENTER BOOM ALSO HAD TO BE SET. LEFT BOOM HAD A LEAK AT A CONNECTOR.  THE,Unknown,"Moving lights mounted on the boom. Out under the spray nozzle. In the case of product leaks of the left interpreter, tighten the connection. Disassemble the target body in the case of the cone body. Partially remove the plastic. Deacon light installed.",Inoperative - Suspension,Manifold - Replaced,SO0058466,6.0,PUT 50 GAL. OF FUEL IN,1.0,PASE,25509571Q     PASE,ANTIFREEZE 1 GAL,19.0,11.46,2023-05-31,25.599900000000005,3283.1798$
